name,discipline,games
Speed skating at the 2002 Winter Olympics – Women's 1000 metres,Women's 1000m,2002 Winter Olympics
Figure skating at the 1908 Summer Olympics - Pairs,,1908 Summer Olympics
Athletics at the 1960 Summer Olympics - Women's long jump,Women's Long jump,1960 Summer Olympics
Athletics at the 1960 Summer Olympics – Men's 800 metres,Men's Athletics; 800m,1960 Summer Olympics
Sailing at the 1964 Summer Olympics – Dragon,,
Swimming at the 1964 Summer Olympics – Men's 400 metre individual medley,Men's 400m individual medley,1964 Summer Olympics
Swimming at the 1960 Summer Olympics – Women's 4 x 100 metre medley relay,,
Swimming at the 1988 Summer Olympics – Men's 4 x 200 metre freestyle relay,Men's 4x200m freestyle relay,1988 Summer Olympics
Athletics at the 1964 Summer Olympics - Women's Long Jump,Women's Long jump,1964 Summer Olympics
Field hockey at the 2004 Summer Olympics - Women's tournament,,
Athletics at the 1900 Summer Olympics - Men's marathon,Men's Marathon,1900 Summer Olympics
Shooting at the 1984 Summer Olympics - Women's 10 metre air rifle,Women's 10m air rifle,1984 Summer Olympics
Boxing at the 1988 Summer Olympics - Flyweight,Men's Boxing; 48 - 51kg (flyweight),1988 Summer Olympics
Athletics at the 1908 Summer Olympics - Men's 400 metre hurdles,Men's Athletics; 400m hurdles,1908 Summer Olympics
Cycling at the 1988 Summer Olympics - Women's Sprint,Women's Track cycling; sprint,1988 Summer Olympics
Athletics at the 1976 Summer Olympics - Men's Hammer Throw,Men's Hammer throw,1976 Summer Olympics
Figure Skating at the 2002 Winter Olympics -Men's Singles,Figure skating - Men's singles,2002 Winter Olympics
Boxing at the 1952 Summer Olympics - Middleweight,Men's Boxing; Middleweight 71-75kg,1952 Summer Olympics
Cross Country Skiing at the 1998 Winter Olympics - Women's 15km,Women's 15km,1998 Winter Olympics
Alpine Skiing at the 1992 Winter Olympics - Women's Combined,Women's Combined,1992 Winter Olympics
Boxing at the 1976 Summer Olympics - Light Middleweight,Men's boxing; Light Middleweight 67-71kg,1976 Summer Olympics
Tennis at the 1924 Summer Olympics - Women's Singles,Women's Tennis; singles,1924 Summer Olympics
Boxing at the 1992 Summer Olympics - Flyweight,Men's Boxing; 48 - 51kg (flyweight),1992 Summer Olympics
Fencing at the 1968 Summer Olympics - Men's Foil; Individual,Men's Foil individual,1968 Summer Olympics
Boxing at the 1980 Summer Olympics - Bantamweight,Men's Boxing; Bantamweight 51 - 54kg,1980 Summer Olympics
Alpine Skiing at the 1968 Winter Olympics - Men's Giant Slalom,Alpine skiing - Men's giant slalom,1968 Winter Olympics
Cross-Country Skiing at the 1998 Winter Olympics - Men's 30km,Men's Cross-country; 30km,1998 Winter Olympics
Alpine Skiing at the 1964 Winter Olympics - Women's Giant Slalom,Women's Giant Slalom,1964 Winter Olympics
Boxing at the 1956 Summer Olympics - Light Middleweight,Men's boxing; Light Middleweight 67-71kg,1956 Summer Olympics
Athletics at the 1984 Summer Olympics - Men's 110 metres hurdles,Men's Athletics; 110m hurdles,1984 Summer Olympics
Diving at the 2008 Summer Olympics - Women's 10 metre platform,Women's 10 metre platform,2008 Summer Olympics
Wrestling at the 1992 Summer Olympics - Men's Greco-Roman Heavyweight,Men's Greco-Roman Wrestling; Heavyweight 90-100kg,1992 Summer Olympics
Swimming at the 1980 Summer Olympics - Men's 100 metre breaststroke,Men's 100m breaststroke,1980 Summer Olympics
Wrestling at the 1992 Summer Olympics - Men's Greco-Roman Bantamweight,Men's Greco-Roman Wrestling; Bantamweight 52-57kg,1992 Summer Olympics
Canoeing at the 1952 Summer Olympics - Men's C-1 10000 metres,Men's C-1 10000 metres,1952 Summer Olympics
Athletics at the 1984 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1984 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's Greco-Roman Light Flyweight,Men's Greco-Roman Wrestling; Light Flyweight  -48kg,1980 Summer Olympics
Cycling at the 2008 Summer Olympics - Men's sprint,Men's Track cycling; Sprint individual,2008 Summer Olympics
Football at the 2008 Summer Olympics - Men's tournament,Men's football,2008 Summer Olympics
Archery at the 1992 Summer Olympics - Women's individual,Women's Archery; individual,1992 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Women's Uneven Bars,Women's Uneven bars,2008 Summer Olympics
Wrestling at the 1996 Summer Olympics - Men's freestyle Super Heavyweight,Men's Freestyle Wrestling; Super Heavyweight 100-130 kg,1996 Summer Olympics
Swimming at the 1980 Summer Olympics - Women's 100 metre breaststroke,Women's 100m breaststroke,1980 Summer Olympics
Wrestling at the 1984 Summer Olympics - Men's Greco-Roman Super Heavyweight,Men's Greco-Roman Wrestling; Super Heavyweight  +100 kg,1984 Summer Olympics
Boxing at the 1936 Summer Olympics - Men's lightweight,Men's boxing; lightweight 57.2-61.2 kg,1936 Summer Olympics
Boxing at the 1908 Summer Olympics - Heavyweight,Men's Boxing; Heavyweight +71.7kg,1908 Summer Olympics
Sailing at the 1908 Summer Olympics - 7 metre class,,1908 Summer Olympics
Athletics at the 1896 Summer Olympics - Men's high jump,Men's High jump,1896 Summer Olympics
Athletics at the 1948 Summer Olympics - Men's shot put,Men's Shot put,1948 Summer Olympics
Wrestling at the 1908 Summer Olympics - Men's Freestyle Lightweight,Men's Freestyle Wrestling; Lightweight 60.3-66.6,1908 Summer Olympics
Swimming at the 1992 Summer Olympics - Women's 4 x 100 metre medley relay,,1992 Summer Olympics
Shooting at the 1908 Summer Olympics - Men's team military rifle,,1908 Summer Olympics
Canoeing at the 1996 Summer Olympics - Women's K-1 500 metres,Women's K-1 500m (kayak single),1996 Summer Olympics
Gymnastics at the 2000 Summer Olympics – Women's artistic individual all-around,Women's Gymnastics; individual all-round,2000 Summer Olympics
Athletics at the 2000 Summer Olympics – Women's 100 metres,Women's Athletics; 100m,2000 Summer Olympics
Canoeing at the 1988 Summer Olympics - Men's K-2 1000 metres,,
Canoeing at the 1988 Summer Olympics - Women's K-1 500 metres,Women's K-1 500m (kayak single),1988 Summer Olympics
Cross-Country Skiing at the 2010 Winter Olympics - Men's 50 km Classical,Men's 50 km; Mass start,2010 Winter Olympics
Wrestling at the 1948 Summer Olympics - Freestyle Welterweight,Men's Freestyle Wrestling; 67-73kg,1948 Summer Olympics
Shooting at the 1972 Summer Olympics - Trap,Olympic trap,1972 Summer Olympics
Modern pentathlon at the 1912 Summer Olympics - Men's Individual,Men's Modern pentathlon,1912 Summer Olympics
American football at the 1932 Summer Olympics,,
Equestrian at the 1992 Summer Olympics - Individual Eventing,Eventing; individual,1992 Summer Olympics
Boxing at the 1992 Summer Olympics - Light Welterweight,Men's Boxing; Light Welterweight 60-63.5,1992 Summer Olympics
Shooting at the 1960 Summer Olympics - Men's 25m Rifle; 3 Positions,,1960 Summer Olympics
Alpine Skiing at the 1998 Winter Olympics -Women's Downhill,Women's Downhill,1998 Winter Olympics
Alpine Skiing at the 1994 Winter Olympics - Women's Combined,Women's Combined,1994 Winter Olympics
Alpine Skiing at the 1998 Winter Olympics -Men's Downhill,Men's Downhill,1998 Winter Olympics
Speed Skating at the 1984 Winter Olympics - Men's 10000m,Men's 10000m,1984 Winter Olympics
Shooting at the 1980 Summer Olympics - Skeet,Olympic skeet,1980 Summer Olympics
Athletics at the 1992 Summer Olympics - Women's 1500 metres,Women's Athletics; 1500m,1992 Summer Olympics
Swimming at the 1996 Summer Olympics - Women's 100 metre freestyle,Women's 100m freestyle,1996 Summer Olympics
Diving at the 1980 Summer Olympics - Men's 3 metre springboard,Men's 3 metre springboard,1980 Summer Olympics
Boxing at the 1928 Summer Olympics - Men's heavyweight,Men's Boxing; Heavyweight +79.4kg,1928 Summer Olympics
Athletics at the 1912 Summer Olympics - Men's triple jump,Men's Triple jump,1912 Summer Olympics
Shooting at the 1912 Summer Olympics - Men's 30 metre team military pistol,,1912 Summer Olympics
Boxing at the 1904 Summer Olympics - Heavyweight,Men's Boxing; Heavyweight +71.7kg,1904 Summer Olympics
Alpine Skiing at the 1992 Winter Olympics - Men's Combined,Men's Combined,1992 Winter Olympics
Snowboarding at the 1998 Winter Olympics - Men's Giant Slalom,Men's Snowboard Giant Slalom,1998 Winter Olympics
Freestyle Skiing at the 1994 Winter Olympics - Men's Moguls,Men's Moguls,1994 Winter Olympics
Weightlifting at the 1992 Summer Olympics - Men's First Heavyweight  90-100 kg,Men's Weightlifting; First Heavyweight 90-100kg,1992 Summer Olympics
Ski Jumping at the 1992 Winter Olympics -  Large Hill,Men's Large hill individual,1992 Winter Olympics
Speed Skating at the 1994 Winter Olympics - Women's 1500m,Women's 1500m,1994 Winter Olympics
Judo at the 1980 Summer Olympics - Men's Middleweight (86kg),Men's Judo; Middleweight 78-86,1980 Summer Olympics
Figure Skating at the 1994 Winter Olympics - Women's Singles,Women's Singles,1994 Winter Olympics
Shooting at the 1956 Summer Olympics - Trap,Olympic trap,1956 Summer Olympics
Athletics at the 1924 Summer Olympics – Men's 3000 metre team race,,
Athletics at the 1980 Summer Olympics - Women's 200 metres,Women's Athletics; 200m,1980 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 57-62kg,1976 Summer Olympics
Swimming at the 1924 Summer Olympics - Men's 100 metre freestyle,Men's 100m freestyle,1924 Summer Olympics
Canoeing at the 1968 Summer Olympics - Women's K-2 500 metres,,
Wrestling at the 1968 Summer Olympics - Men's Greco-Roman flyweight,Men's Greco Roman Wrestling - 52 kg,1968 Summer Olympics
Fencing at the 1992 Summer Olympics - Men's Sabre; Individual,Men's Sabre individual,1992 Summer Olympics
Equestrian at the 1948 Summer Olympics - Jumping; Individual,Jumping; individual,1948 Summer Olympics
Wrestling at the 1948 Summer Olympics - Men's Freestyle Middleweight,Men's Freestyle Wrestling; Middleweight 73-79 kg,1948 Summer Olympics
Figure Skating at the 1956 Winter Olympics - Men's Singles,Figure skating - Men's singles,1956 Winter Olympics
Speed Skating at the 2002 Winter Olympics - Women's 500m,Women's 500 m,2002 Winter Olympics
Archery at the 1980 Summer Olympics - Men's Individual,Men's Archery; individual,1980 Summer Olympics
Figure Skating at the 1988 Winter Olympics - Men's Singles,Figure skating - Men's singles,1988 Winter Olympics
Athletics at the 2000 Summer Olympics - Men's hammer throw,Men's Hammer throw,2000 Summer Olympics
Wrestling at the 1932 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 56-61kg,1932 Summer Olympics
Short Track Speed Skating at the 1992 Winter Olympics - Men's 1000m,Men's 1000m,1992 Winter Olympics
Weightlifting at the 1992 Summer Olympics - Men's Super Heavyweight +110 kg,Men's Weightlifting; Super Heavyweight +110,1992 Summer Olympics
Boxing at the 1976 Summer Olympics - Middleweight,Men's Boxing; Middleweight 71-75kg,1976 Summer Olympics
Rowing at the 1924 Summer Olympics – Men's coxless fours,,
Cross-Country Skiing at the 1960 Winter Olympics - Men's 50km,Men's Cross-country; 50km,1960 Winter Olympics
Boxing at the 1956 Summer Olympics - Lightweight,Men's Boxing; Lightweight 57 - 60kg,1956 Summer Olympics
Tennis at the 2012 Summer Olympics - Mixed Doubles,Mixed doubles,2012 Summer Olympics
Wrestling at the 2012 Summer Olympics – Women's Freestyle 55 kg,,
Gymnastics at the 2012 Summer Olympics – Men's horizontal bar,Men's Horizontal bar,2012 Summer Olympics
Basketball at the 2012 Summer Olympics- Women,Women's basketball,2012 Summer Olympics
Athletics at the 2012 Summer Olympics – Women's 3000 metres steeplechase,Women's Athletics; 3000m steeplechase,2012 Summer Olympics
Gymnastics at the 1956 Summer Olympics – Men's horizontal bar,Men's Horizontal bar,1956 Summer Olympics
Swimming at the 1972 Summer Olympics - Women's 400 metre freestyle,Women's 400m freestyle,1972 Summer Olympics
Swimming at the 1972 Summer Olympics - Men's 100 metre backstroke,Men's 100m backstroke,1972 Summer Olympics
Shooting at the 1972 Summer Olympics - Men's  50 metre running target,50 metre running target,1972 Summer Olympics
Ice hockey at the 2006 Winter Olympics – Women’s Team,Women's Ice Hockey,2006 Winter Olympics
Athletics at the 1980 Summer Olympics - Women's Discus Throw,Women's Discus throw,1980 Summer Olympics
Canoeing at the 1984 Summer Olympics - Men's K-1 500 metres,Men's K-1 500m (kayak single),1984 Summer Olympics
Wrestling at the 1972 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 57-62kg,1972 Summer Olympics
Ice hockey at the 1992 Winter Olympics,Men's Ice Hockey,
Athletics at the 1980 Summer Olympics - Men's 3000 metre steeplechase,Men's 3000m steeplechase,1980 Summer Olympics
Athletics at the 1924 Summer Olympics – Men's Individual Cross Country,Men's Athletics; Cross-Country,1924 Summer Olympics
Swimming at the 1928 Summer Olympics - Men's 4 x 200 metre freestyle relay,,
Canoeing at the 1976 Summer Olympics - Men's K-2 1000 metres,,
Cycling at the 2004 Summer Olympics - Men's cross-country,Men's Mountain Biking; Cross-Country,2004 Summer Olympics
Wrestling at the 2004 Summer Olympics - Men's Freestyle Super Heavyweight,Men's Freestyle Wrestling; Super Heavyweight 96-120 kg,2004 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's Freestyle Heavyweight,Men's Freestyle Wrestling; Heavyweight 90-100kg,1976 Summer Olympics
Weightlifting at the 1928 Summer Olympics - Men's Featherweight 60 kg,Men's Weightlifting; featherweight -60,1928 Summer Olympics
Archery at the 1904 Summer Olympics – Women's Double National Round,Women's Double National Round,1904 Summer Olympics
Athletics at the 2004 Summer Olympics - Women's Hammer Throw,Women's Hammer throw,2004 Summer Olympics
Swimming at the 2004 Summer Olympics - Women's 400 metre Individual Medley,Women's 400m individual medley,2004 Summer Olympics
Shooting at the 2000 Summer Olympics - Men's skeet,Men's Skeet,2000 Summer Olympics
Swimming at the 1928 Summer Olympics - Men's 100 metre freestyle,Men's 100m freestyle,1928 Summer Olympics
Bobsleigh at the 1948 Winter Olympics - Four-man,Four-Man Bobsleigh,1948 Winter Olympics
Swimming at the 2008 Summer Olympics - Men's 200 metre individual medley,Men's 200m individual medley,2008 Summer Olympics
Boxing at the 2008 Summer Olympics - Bantamweight,Men's Boxing; Bantamweight 51 - 54kg,2008 Summer Olympics
Wrestling at the 1988 Summer Olympics - Men's Greco-Roman Super Heavyweight,Men's Greco-Roman Wrestling; Super Heavyweight 100-130 kg,1988 Summer Olympics
Swimming at the 1980 Summer Olympics - Women's 100 metre freestyle,Women's 100m freestyle,1980 Summer Olympics
Judo at the 2000 Summer Olympics - Men's Extra Lightweight (-60 kg),Men's Judo; - 60 kg Men (extra lightweight),2000 Summer Olympics
Shooting at the 2008 Summer Olympics - Men's 25 metre rapid fire pistol,Men's 25m rapid fire pistol,2008 Summer Olympics
Athletics at the 1924 Summer Olympics - Men's hammer throw,Men's Hammer throw,1924 Summer Olympics
Wrestling at the 1992 Summer Olympics - Men's Greco-Roman Flyweight,Men's Greco-Roman Wrestling; Flyweight 48-52 kg,1992 Summer Olympics
Canoeing at the 1996 Summer Olympics - Women's K-2 500 metres,,
Shooting at the 1968 Summer Olympics - Men's 50 metre rifle; three positions,Men's 50m rifle 3 positions,1968 Summer Olympics
Boxing at the 2000 Summer Olympics Light Middleweight,Men's boxing; Light Middleweight 67-71kg,2000 Summer Olympics
Gymnastics at the 1976 Summer Olympics – Men's artistic team all-around,,
Wrestling at the 1964 summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 57-63 kg,1964 Summer Olympics
Athletics at the 1900 Summer Olympics - Men's shot put,Men's Shot put,1900 Summer Olympics
Athletics at the 1972 Summer Olympics - Men's Javelin Throw,Men's Javelin throw,1972 Summer Olympics
Ice hockey at the 1994 Winter Olympics – Men’s Team,Men's Ice Hockey,1994 Winter Olympics
Speed Skating at the 2006 Winter Olympics - Men's 5000m,Speed skating - Men's 5000m,2006 Winter Olympics
Football at the 1964 Summer Olympics,,
